Section Title,Nested Content
13. Procedure for Seeking and Grant of Authorisation.,"an application for the renewal of Extended Producer Responsibility-Authorisation shall be made in Form-1 before one hundred and twenty days of its expiry to Central Pollution Control Board. The Central Pollution Control Board may renew the authorisation for a period of five years after receipt of compliance report from the concerned State Pollution Control Board which shall submit the compliance report to Central Pollution Control Board within sixty days from the date of the receipt of the application. In case of non receipt of the compliance report from the State Pollution Control Board within stipulated time period of sixty days, Central Pollution Control Board may renew the Extended Producer Responsibility-Authorisation after examining such case on merit basis, subject to no report of violation of the provisions of the Act or the rules made there under or the conditions specified in the Extended Producer Responsibility - Authorisation;"
13. Procedure for Seeking and Grant of Authorisation.,"every producer of Electrical and Electronic Equipment listed in Schedule I, shall take all steps, wherever required, to comply with the conditions specified in the Extended Producer Responsibility - Authorisation;"
13. Procedure for Seeking and Grant of Authorisation.,"the concerned State Pollution Control Board shall monitor the compliance of Extended Producer Responsibility - Authorisation, take cognizance of any non-compliance and inform Central Pollution Control Board for taking action, as necessary;"
13. Procedure for Seeking and Grant of Authorisation.,"Central Pollution Control Board shall conduct random check and if in its opinion, the holders of the Extended Producer Responsibility - Authorisation has failed to comply with any of the conditions of the authorisation or with any provisions of the Act or these rules and after giving a reasonable opportunity of being heard and after recording reasons thereof in writing cancel or suspend the Extended Producer Responsibility - Authorisation issued under these rules for such period as it considers necessary in the public interest and inform the concerned State Pollution Control Board within ten days of cancellation."
13. Procedure for Seeking and Grant of Authorisation.,"the Central Pollution Control Board shall maintain an on-line register of Extended Producer Responsibility - Authorisation granted with conditions imposed under these rules for environmentally sound management of e-waste, and which shall be accessible to any citizen of the country."
13. Procedure for Seeking and Grant of Authorisation.,The producer authorised under the provision of this rule shall maintain records in Form-2 and shall file annual returns of its activities of previous year in Form-3 to the Central Pollution Control Board on or before 30th day of June of every year;
13. Procedure for Seeking and Grant of Authorisation.,"[ Every producer placing their product in market shall be liable to obtain EPR authorization from CPCB. In case the producer has started operations recently i.e. number of years of operation is less than average life of their products, the EPR target as per Schedule- III (B) shall be applicable. These targets shall be applicable from financial year 2018-19. When the products average life is achieved, e-waste already collected by producers in earlier years will be accounted for and suitable set offs shall be provided for the corresponding years at the time of fixing targets as per Schedule-III. [Inserted by Notification No. G.S.R. 1349(E), dated 30.10.2017 (w.e.f. 23.3.2016).]"
13. Procedure for Seeking and Grant of Authorisation.,In case of transfer/sale of assets by the producers the liability under EPR shall also be transferred to the buyer.]
13. Procedure for Seeking and Grant of Authorisation.,"Authorisation of Manufacturer. - (i) the manufacturer generating e-waste shall obtain an authorisation from the concerned State Pollution Control Board;, the manufacturer shall make an application for authorisation, within a period of ninety days from the date of these rules coming into force in Form 1(a) to the concerned State Pollution Control Board for grant of authorisation;, on receipt of the application complete in all respects for the authorisation, the concerned State Pollution Control Board may, after such enquiry as it considers necessary and on being satisfied that the applicant possesses appropriate facilities, technical capabilities and equipment to handle e-waste safely, grant within a period of one hundred and twenty days an authorisation in Form 1(bb) to the applicant to carry out safe operations in the authorised place only, which shall be valid for a period of five years;, the concerned State Pollution Control Board after giving reasonable opportunity of being heard to the applicant may refuse to grant any authorisation;, every person authorised under these rules shall maintain the record of e-waste handled by them in Form-2 and prepare and submit to the concerned State Pollution Control Board, an annual return containing the details specified in Form-3 on or before the 30th day of June following the financial year to which that return relates;, an application for the renewal of an authorisation shall be made in Form-1(a) before one hundred and twenty days of its expiry and the concerned State Pollution Control Board may renew the authorisation for a period of five years after examining each case on merit and subject to the condition that there is no report of violation of the provisions of the Act or the rules made thereunder or the conditions specified in the authorisation;, manufacturer shall take all steps to comply with the conditions specified in the authorisation;, the concerned State Pollution Control Board shall maintain an on-line register of authorisations granted with conditions imposed under these rules for environmentally sound management of e-waste, and which shall be accessible to any citizen of the country."
13. Procedure for Seeking and Grant of Authorisation.,"the manufacturer shall make an application for authorisation, within a period of ninety days from the date of these rules coming into force in Form 1(a) to the concerned State Pollution Control Board for grant of authorisation;"
13. Procedure for Seeking and Grant of Authorisation.,"on receipt of the application complete in all respects for the authorisation, the concerned State Pollution Control Board may, after such enquiry as it considers necessary and on being satisfied that the applicant possesses appropriate facilities, technical capabilities and equipment to handle e-waste safely, grant within a period of one hundred and twenty days an authorisation in Form 1(bb) to the applicant to carry out safe operations in the authorised place only, which shall be valid for a period of five years;"
13. Procedure for Seeking and Grant of Authorisation.,the concerned State Pollution Control Board after giving reasonable opportunity of being heard to the applicant may refuse to grant any authorisation;
13. Procedure for Seeking and Grant of Authorisation.,"every person authorised under these rules shall maintain the record of e-waste handled by them in Form-2 and prepare and submit to the concerned State Pollution Control Board, an annual return containing the details specified in Form-3 on or before the 30th day of June following the financial year to which that return relates;"
13. Procedure for Seeking and Grant of Authorisation.,an application for the renewal of an authorisation shall be made in Form-1(a) before one hundred and twenty days of its expiry and the concerned State Pollution Control Board may renew the authorisation for a period of five years after examining each case on merit and subject to the condition that there is no report of violation of the provisions of the Act or the rules made thereunder or the conditions specified in the authorisation;
13. Procedure for Seeking and Grant of Authorisation.,manufacturer shall take all steps to comply with the conditions specified in the authorisation;
13. Procedure for Seeking and Grant of Authorisation.,"the concerned State Pollution Control Board shall maintain an on-line register of authorisations granted with conditions imposed under these rules for environmentally sound management of e-waste, and which shall be accessible to any citizen of the country."
13. Procedure for Seeking and Grant of Authorisation.,"Procedure for grant of authorisation to dismantler or recycler. - (i) every Dismantler or Recycler of e-waste shall make an application, within a period of one hundred and twenty days starting from the date of coming into force of these rules, in Form-4 in triplicate to the concerned State Pollution Control Board accompanied with a copy of the following documents for the grant or renewal of authorisation, namely:-, consent to establish granted by the concerned State Pollution Control Board under the Water (Prevention and Control of Pollution) Act, 1974, (25 of 1974) and the Air (Prevention and Control of Pollution) Act, 1981(21 of 1981);, certificate of registration issued by the District Industries Centre or any other government agency authorised in this regard;, proof of installed capacity of plant and machinery issued by the District Industries Centre or any other government agency authorised in this behalf;, in case of renewal, a certificate of compliance of effluent and emission standards, treatment and disposal of hazardous wastes as applicable from the concerned State Pollution Control Board or any other agency designated for this purpose:, Provided that any person authorised or registered under the provisions of the Hazardous Wastes (Management, Handling and Trans-boundary Movements) Rules, 2008, and the E-waste (Management & Handling) Rules, 2011 prior to the date of coming into force of these rules shall not be required to make an application for authorisation till the period of expiry of such authorisation or registration:, the concerned State Pollution Control Board, on being satisfied that the application is complete in all respects and that the applicant is utilising environmentally sound technologies and possess adequate technical capabilities, requisite facilities and equipment to dismantle or recycle and process e-waste in compliance to the guidelines specified by Central Pollution Control Board from time to time and through site inspection, may grant authorisation to such applicants stipulating therein necessary conditions as deemed necessary for carrying out safe operations in the authorised place only;, the concerned State Pollution Control Board shall dispose of the application for authorisation within a period of one hundred and twenty days from the date of the receipt of such application complete in all respects;, the authorisation granted under these rules shall be valid for a period of five years from the date of its issue and shall be accompanied with a copy of the field inspection report signed by that Board indicating the adequacy of facilities for dismantling or recycling of e-waste and compliance to the guidelines specified by Central Pollution Control Board from time to time;, the concerned State Pollution Control Board may refuse, cancel or suspend an authorisation granted under these rules, if it has reasons to believe that the authorised dismantler or recycler has failed to comply with any of the conditions of authorisation, or with any provisions of the Act or rules made thereunder, after giving an opportunity to the dismantler or recycler to be heard and after recording the reasons thereof;, an application for the renewal of authorisation shall be made in Form - 4 before one hundred and twenty days of its expiry and the concerned State Pollution Control Board may renew the authorisation for a period of five years after examining each case on merit and subject to the condition that there is no report of violation of the provisions of the Act or the rules made there under or the conditions specified in the authorisation;, the Dismantler and Recycler shall maintain records of the e-waste purchased, processed in Form-2 and shall file annual returns of its activities of previous year in Form-3 to the concerned State Pollution Control Board on or before 30th day of June of every year;, the Central Government and the Central Pollution Control Board may issue guidelines for standards of performance for dismantling and recycling processes from time to time."
13. Procedure for Seeking and Grant of Authorisation.,"consent to establish granted by the concerned State Pollution Control Board under the Water (Prevention and Control of Pollution) Act, 1974, (25 of 1974) and the Air (Prevention and Control of Pollution) Act, 1981(21 of 1981);"
13. Procedure for Seeking and Grant of Authorisation.,certificate of registration issued by the District Industries Centre or any other government agency authorised in this regard;
13. Procedure for Seeking and Grant of Authorisation.,proof of installed capacity of plant and machinery issued by the District Industries Centre or any other government agency authorised in this behalf;
13. Procedure for Seeking and Grant of Authorisation.,"in case of renewal, a certificate of compliance of effluent and emission standards, treatment and disposal of hazardous wastes as applicable from the concerned State Pollution Control Board or any other agency designated for this purpose:"
13. Procedure for Seeking and Grant of Authorisation.,"the concerned State Pollution Control Board, on being satisfied that the application is complete in all respects and that the applicant is utilising environmentally sound technologies and possess adequate technical capabilities, requisite facilities and equipment to dismantle or recycle and process e-waste in compliance to the guidelines specified by Central Pollution Control Board from time to time and through site inspection, may grant authorisation to such applicants stipulating therein necessary conditions as deemed necessary for carrying out safe operations in the authorised place only;"
13. Procedure for Seeking and Grant of Authorisation.,the concerned State Pollution Control Board shall dispose of the application for authorisation within a period of one hundred and twenty days from the date of the receipt of such application complete in all respects;
13. Procedure for Seeking and Grant of Authorisation.,the authorisation granted under these rules shall be valid for a period of five years from the date of its issue and shall be accompanied with a copy of the field inspection report signed by that Board indicating the adequacy of facilities for dismantling or recycling of e-waste and compliance to the guidelines specified by Central Pollution Control Board from time to time;
13. Procedure for Seeking and Grant of Authorisation.,"the concerned State Pollution Control Board may refuse, cancel or suspend an authorisation granted under these rules, if it has reasons to believe that the authorised dismantler or recycler has failed to comply with any of the conditions of authorisation, or with any provisions of the Act or rules made thereunder, after giving an opportunity to the dismantler or recycler to be heard and after recording the reasons thereof;"
13. Procedure for Seeking and Grant of Authorisation.,an application for the renewal of authorisation shall be made in Form - 4 before one hundred and twenty days of its expiry and the concerned State Pollution Control Board may renew the authorisation for a period of five years after examining each case on merit and subject to the condition that there is no report of violation of the provisions of the Act or the rules made there under or the conditions specified in the authorisation;
13. Procedure for Seeking and Grant of Authorisation.,"the Dismantler and Recycler shall maintain records of the e-waste purchased, processed in Form-2 and shall file annual returns of its activities of previous year in Form-3 to the concerned State Pollution Control Board on or before 30th day of June of every year;"
13. Procedure for Seeking and Grant of Authorisation.,the Central Government and the Central Pollution Control Board may issue guidelines for standards of performance for dismantling and recycling processes from time to time.
13. Procedure for Seeking and Grant of Authorisation.,"Procedure for grant of authorisation to refurbisher. - [(i) every refurbisher of e-waste shall make an application, with in a period of one hundred and twenty days starting from the date of coming into force of these rules, in Form 1 (a) in triplicate to the concerned State Pollution Control Board accompanied with a copy of the following documents for the grant of authorisation, namely] [Substituted by Notification No. G.S.R. 1349(E), dated 30.10.2017 (w.e.f. 23.3.2016).]:-, consent to establish granted by the concerned State Pollution Control Board under the Water (Prevention and Control of Pollution) Act, 1974, (25 of 1974) and the Air (Prevention and Control of Pollution) Act, 1981 (21 of 1981);, certificate of registration issued by the District Industries Centre or any other government agency authorised in this regard;, proof of installed capacity of plant and machinery issued by the District Industries Centre or any other government agency authorised in this behalf., the concerned State Pollution Control Board, on being satisfied that the application is complete in all respects and complies with the guidelines prescribed by Central Pollution Control Board from time to time, may grant one time authorisation in Form 1 (bb) to such applicants stipulating therein necessary conditions as deemed necessary for carrying out refurbishing activities in the authorised place only;, the concerned State Pollution Control Board shall dispose of the application for authorisation within a period of one hundred and twenty days from the date of the receipt of such application complete in all respects;, the concerned State Pollution Control Board may refuse, cancel or suspend a authorisation granted under these rules, if it has reasons to believe that the authorised refurbisher has failed to comply with any of the conditions of authorisation, or with any provisions of the Act or rules made thereunder, after giving an opportunity to the refurbisher to be heard and after recording the reasons thereof;, the Refurbisher shall maintain records of the e-waste purchased and refurbished in Form-2 and shall file annual returns of its activities of previous year in Form-3 to the concerned State Pollution Control Board on or before 30th day of June of every year."
13. Procedure for Seeking and Grant of Authorisation.,"consent to establish granted by the concerned State Pollution Control Board under the Water (Prevention and Control of Pollution) Act, 1974, (25 of 1974) and the Air (Prevention and Control of Pollution) Act, 1981 (21 of 1981);"
13. Procedure for Seeking and Grant of Authorisation.,certificate of registration issued by the District Industries Centre or any other government agency authorised in this regard;
13. Procedure for Seeking and Grant of Authorisation.,"proof of installed capacity of plant and machinery issued by the District Industries Centre or any other government agency authorised in this behalf., the concerned State Pollution Control Board, on being satisfied that the application is complete in all respects and complies with the guidelines prescribed by Central Pollution Control Board from time to time, may grant one time authorisation in Form 1 (bb) to such applicants stipulating therein necessary conditions as deemed necessary for carrying out refurbishing activities in the authorised place only;, the concerned State Pollution Control Board shall dispose of the application for authorisation within a period of one hundred and twenty days from the date of the receipt of such application complete in all respects;, the concerned State Pollution Control Board may refuse, cancel or suspend a authorisation granted under these rules, if it has reasons to believe that the authorised refurbisher has failed to comply with any of the conditions of authorisation, or with any provisions of the Act or rules made thereunder, after giving an opportunity to the refurbisher to be heard and after recording the reasons thereof;, the Refurbisher shall maintain records of the e-waste purchased and refurbished in Form-2 and shall file annual returns of its activities of previous year in Form-3 to the concerned State Pollution Control Board on or before 30th day of June of every year."
14. Power to suspend or cancel an authorisation.,"The State Pollution Control Board may, if in its opinion, the holder of Manufacturer or Dismantler or Recycler or Refurbisher Authorisation has failed to comply with any of the conditions of the authorisation or with any provisions of the Act or these rules and after giving a reasonable opportunity of being heard and after recording reasons thereof in writing cancel or suspend the authorisation issued under these rules for such period as it considers necessary in the public interest and inform Central Pollution Control Board within ten days of cancellation;, The Central Pollution Control Board, if in its opinion, the holders of the Extended Producer Responsibility-Authorisation has failed to comply with any of the conditions of the authorisation or with any provisions of the Act or these rules and after giving a reasonable opportunity of being heard and after recording reasons thereof in writing cancel or suspend the Extended Producer Responsibility Authorisation issued under these rules for such period as it considers necessary in the public interest and inform State Pollution Control Boards or Pollution Control Committees within ten days of cancellation;, Upon suspension or cancellation of the authorisation, the Central Pollution Control Board or State Pollution Control Board may give directions to the persons whose authorisation has been suspended or cancelled for the safe storage and management of the e-waste and such persons shall comply with such directions."
14. Power to suspend or cancel an authorisation.,"The State Pollution Control Board may, if in its opinion, the holder of Manufacturer or Dismantler or Recycler or Refurbisher Authorisation has failed to comply with any of the conditions of the authorisation or with any provisions of the Act or these rules and after giving a reasonable opportunity of being heard and after recording reasons thereof in writing cancel or suspend the authorisation issued under these rules for such period as it considers necessary in the public interest and inform Central Pollution Control Board within ten days of cancellation;"
14. Power to suspend or cancel an authorisation.,"The Central Pollution Control Board, if in its opinion, the holders of the Extended Producer Responsibility-Authorisation has failed to comply with any of the conditions of the authorisation or with any provisions of the Act or these rules and after giving a reasonable opportunity of being heard and after recording reasons thereof in writing cancel or suspend the Extended Producer Responsibility Authorisation issued under these rules for such period as it considers necessary in the public interest and inform State Pollution Control Boards or Pollution Control Committees within ten days of cancellation;"
14. Power to suspend or cancel an authorisation.,"Upon suspension or cancellation of the authorisation, the Central Pollution Control Board or State Pollution Control Board may give directions to the persons whose authorisation has been suspended or cancelled for the safe storage and management of the e-waste and such persons shall comply with such directions."
15. Procedure for storage of e-waste.,"- Every manufacturer, producer, bulk consumer, collection centre, dealer, refurbisher, dismantler and recycler may store the e-waste for a period not exceeding one hundred and eighty days and shall maintain a record of collection, sale, transfer and storage of wastes and make these records available for inspection:, Provided that the concerned State Pollution Control Board may extend the said period up to three hundred and sixty five days in case the waste needs to be specifically stored for development of a process for its recycling or reuse."
16. Reduction in the use of hazardous substances in the manufacture of electrical and electronic equipment and their components or consumables or parts or spares.,"Every producer of electrical and electronic equipment and their components or consumables or parts or spares listed in Schedule I shall ensure that, new Electrical and Electronic Equipment and their components or consumables or parts or spares do not contain Lead, Mercury, Cadmium, Hexavalent Chromium, polybrominated biphenyls and polybrominated diphenyl ethers beyond a maximum concentration value of 0.1% by weight in homogenous materials for lead, mercury, hexavalent chromium, polybrominated biphenyls and polybrominated diphenyl ethers and of 0.01% by weight in homogeneous materials for cadmium., Components or consumables or parts or spares required for the electrical and electronic equipment placed in the market prior to 1st May, 2014 may be exempted from the provisions of sub-rule (1) of rule 16 provided Reduction of Hazardous Substances compliant parts and spares are not available., The applications listed in Schedule II shall be exempted from provisions of sub-rule (1) of rule 16., Every producer of applications listed in Schedule II shall ensure that the limits of hazardous substances as given in Schedule II are to be complied., Every producer shall provide the detailed information on the constituents of the equipment and their components or consumables or parts or spares along with a declaration of conformance to the Reduction of Hazardous Substances provisions in the product user documentation., Imports or placement in the market for new electrical and electronic equipment shall be permitted only for those which are compliant to provisions of sub-rule (1) and sub rule (4) of rule 16., Manufacture and supply of electrical and electronic equipment used for defence and other similar strategic applications shall be excluded from provisions of sub-rule (1) of rule 16., Every producer while seeking Extended Producer Responsibility - Authorisation will provide information on the compliance of the provisions of sub-rule (1) of rule 16. This information shall be in terms of self-declaration., [ Central Pollution Control Board may conduct random sampling of electrical and electronic equipment placed on the market to monitor and verify the compliance of Reduction of Hazardous Substances provisions and the cost for sample and testing shall be borne by the government for conducting the RoHS test. The procedure of random sampling and tolerance level value of RoHS test shall be as per the guidelines of Central Pollution Control Board.] [Substituted by Notification No. G.S.R. 1349(E), dated 30.10.2017 (w.e.f. 23.3.2016).], [If the product does not comply with Reduction of Hazardous Substances provisions, then the cost of the RoHS test will be borne by the Producers. In addition, the Producers shall take corrective measures to bring the product into compliance and withdraw or recall the product from the market, within a reasonable period as per the guidelines of the Central Pollution Control Board.] [Substituted by Notification No. G.S.R. 1349(E), dated 30.10.2017 (w.e.f. 23.3.2016).], Central Pollution Control Board shall publish the methods for sampling and analysis of Hazardous Substances as listed in sub-rule(1) of rule 16 with respect to the items listed in Schedule I and II and also enlist the labs for this purpose."
16. Reduction in the use of hazardous substances in the manufacture of electrical and electronic equipment and their components or consumables or parts or spares.,"Every producer of electrical and electronic equipment and their components or consumables or parts or spares listed in Schedule I shall ensure that, new Electrical and Electronic Equipment and their components or consumables or parts or spares do not contain Lead, Mercury, Cadmium, Hexavalent Chromium, polybrominated biphenyls and polybrominated diphenyl ethers beyond a maximum concentration value of 0.1% by weight in homogenous materials for lead, mercury, hexavalent chromium, polybrominated biphenyls and polybrominated diphenyl ethers and of 0.01% by weight in homogeneous materials for cadmium."
16. Reduction in the use of hazardous substances in the manufacture of electrical and electronic equipment and their components or consumables or parts or spares.,"Components or consumables or parts or spares required for the electrical and electronic equipment placed in the market prior to 1st May, 2014 may be exempted from the provisions of sub-rule (1) of rule 16 provided Reduction of Hazardous Substances compliant parts and spares are not available."
16. Reduction in the use of hazardous substances in the manufacture of electrical and electronic equipment and their components or consumables or parts or spares.,The applications listed in Schedule II shall be exempted from provisions of sub-rule (1) of rule 16.
16. Reduction in the use of hazardous substances in the manufacture of electrical and electronic equipment and their components or consumables or parts or spares.,Every producer of applications listed in Schedule II shall ensure that the limits of hazardous substances as given in Schedule II are to be complied.
16. Reduction in the use of hazardous substances in the manufacture of electrical and electronic equipment and their components or consumables or parts or spares.,Every producer shall provide the detailed information on the constituents of the equipment and their components or consumables or parts or spares along with a declaration of conformance to the Reduction of Hazardous Substances provisions in the product user documentation.
16. Reduction in the use of hazardous substances in the manufacture of electrical and electronic equipment and their components or consumables or parts or spares.,Imports or placement in the market for new electrical and electronic equipment shall be permitted only for those which are compliant to provisions of sub-rule (1) and sub rule (4) of rule 16.
16. Reduction in the use of hazardous substances in the manufacture of electrical and electronic equipment and their components or consumables or parts or spares.,Manufacture and supply of electrical and electronic equipment used for defence and other similar strategic applications shall be excluded from provisions of sub-rule (1) of rule 16.
16. Reduction in the use of hazardous substances in the manufacture of electrical and electronic equipment and their components or consumables or parts or spares.,Every producer while seeking Extended Producer Responsibility - Authorisation will provide information on the compliance of the provisions of sub-rule (1) of rule 16. This information shall be in terms of self-declaration.
16. Reduction in the use of hazardous substances in the manufacture of electrical and electronic equipment and their components or consumables or parts or spares.,"[ Central Pollution Control Board may conduct random sampling of electrical and electronic equipment placed on the market to monitor and verify the compliance of Reduction of Hazardous Substances provisions and the cost for sample and testing shall be borne by the government for conducting the RoHS test. The procedure of random sampling and tolerance level value of RoHS test shall be as per the guidelines of Central Pollution Control Board.] [Substituted by Notification No. G.S.R. 1349(E), dated 30.10.2017 (w.e.f. 23.3.2016).]"
16. Reduction in the use of hazardous substances in the manufacture of electrical and electronic equipment and their components or consumables or parts or spares.,"[If the product does not comply with Reduction of Hazardous Substances provisions, then the cost of the RoHS test will be borne by the Producers. In addition, the Producers shall take corrective measures to bring the product into compliance and withdraw or recall the product from the market, within a reasonable period as per the guidelines of the Central Pollution Control Board.] [Substituted by Notification No. G.S.R. 1349(E), dated 30.10.2017 (w.e.f. 23.3.2016).]"
16. Reduction in the use of hazardous substances in the manufacture of electrical and electronic equipment and their components or consumables or parts or spares.,Central Pollution Control Board shall publish the methods for sampling and analysis of Hazardous Substances as listed in sub-rule(1) of rule 16 with respect to the items listed in Schedule I and II and also enlist the labs for this purpose.
17. Duties of authorities.,"- Subject to other provisions of these rules, the authorities shall perform duties as specified in Schedule IV."
18. Annual Report.,"The concerned State Pollution Control Board shall prepare and submit to the Central Pollution Control Board an annual report with regard to the implementation of these rules by the 30th day of September every year in Form-5., The Central Pollution Control Board shall prepare the consolidated annual review report on management of e-waste and forward it to the Central Government along with its recommendations before the 30th day of December every year."
18. Annual Report.,The concerned State Pollution Control Board shall prepare and submit to the Central Pollution Control Board an annual report with regard to the implementation of these rules by the 30th day of September every year in Form-5.
18. Annual Report.,The Central Pollution Control Board shall prepare the consolidated annual review report on management of e-waste and forward it to the Central Government along with its recommendations before the 30th day of December every year.
19. Transportation of e-waste.,"- The transportation of e-waste shall be carried out as per the manifest system whereby the transporter shall be required to carry a document (three copies) prepared by the sender, giving the details as per Form-6:, Provided that the transportation of waste generated from manufacturing or recycling destined for final disposal to a treatment, storage and disposal facility shall follow the provisions under Hazardous Wastes (Management, Handling and Transboundary Movement) Rules, 2008."
20. Accident reporting.,"- Where an accident occurs at the facility processing e-waste or during transportation of e-waste, the producer, refurbisher, transporter, dismantler, or recycler, as the case may be, shall report immediately to the concerned State Pollution Control Board about the accident through telephone and e-mail."
"21. Liability of manufacturer, producer, importer, transporter, refurbisher, dismantler and recycler.","The manufacturer, producer, importer, transporter, refurbisher, dismantler and recycler shall be liable for all damages caused to the environment or third party due to improper handling and management of the e-waste;, [ The manufacturer, producer, importer, transporter, refurbisher, dismantler and recycler shall be liable to pay financial penalties for any violation as per the provisions of Environment (Protection) Act, 1986 and Rules made there under. The default of the liable entities shall be determined in accordance with the procedures prescribed in the guidelines published by the Central Pollution Control Board from time to time.] [Substituted by Notification No. G.S.R. 1349(E), dated 30.10.2017 (w.e.f. 23.3.2016).]"
"21. Liability of manufacturer, producer, importer, transporter, refurbisher, dismantler and recycler.","The manufacturer, producer, importer, transporter, refurbisher, dismantler and recycler shall be liable for all damages caused to the environment or third party due to improper handling and management of the e-waste;"
"21. Liability of manufacturer, producer, importer, transporter, refurbisher, dismantler and recycler.","[ The manufacturer, producer, importer, transporter, refurbisher, dismantler and recycler shall be liable to pay financial penalties for any violation as per the provisions of Environment (Protection) Act, 1986 and Rules made there under. The default of the liable entities shall be determined in accordance with the procedures prescribed in the guidelines published by the Central Pollution Control Board from time to time.] [Substituted by Notification No. G.S.R. 1349(E), dated 30.10.2017 (w.e.f. 23.3.2016).]"
22. Appeal.,"- [(1) Any person aggrieved by an order of suspension or cancellation or refusal of authorisation or its renewal passed by the Central Pollution Control Board or State Pollution Control Board may, within a period of thirty days from the date on which the order is communicated to him, prefer an appeal in Form 7 to the Appellate Authority i.e. the Secretary/ representative of Secretary, Ministry of Environment, Forest and Climate Change, Government of India, New Delhi or Environment Secretary of the State Government, respectively.] [Substituted by Notification No. G.S.R. 1349(E), dated 30.10.2017 (w.e.f. 23.3.2016)], The Appellate Authority may entertain the appeal after expiry of the said period of thirty days if it is satisfied that the appellant was prevented by sufficient cause from filing the appeal in time., Every appeal filed under this rule shall be disposed of within a period of sixty days from the date of its filing."
22. Appeal.,The Appellate Authority may entertain the appeal after expiry of the said period of thirty days if it is satisfied that the appellant was prevented by sufficient cause from filing the appeal in time.
22. Appeal.,Every appeal filed under this rule shall be disposed of within a period of sixty days from the date of its filing.
23.,"[The collection, storage, transportation, segregation, refurbishment, dismantling, recycling and disposal of ewaste as well as overall implementation of these rules shall be in accordance with the procedures prescribed in the guidelines published by the Central Pollution Control Board from time to time.] [Substituted by Notification No. G.S.R. 1349(E), dated 30.10.2017 (w.e.f. 23.3.2016)]"
24.,Urban Local Bodies (Municipal Committee or Council or Corporation) shall ensure that e-waste pertaining to orphan products is collected and channelised to authorised dismantler or recycler.
